x	shape	net	y	bbox	object_class	object_type	object_name	object_layer	object_net	object_bbox
130.0	PATH_11_507	VSS	867.704	{129.75 867.454} {130.25 867.954}	signal	shape	PATH_21_20355	M6	ZBUF_9_2770	{130.0200 761.1240} {130.0760 964.8600}
130.0	PATH_11_507	VSS	867.704	{129.75 867.454} {130.25 867.954}	signal	shape	PATH_17_166022	M4	ZBUF_5844_2751	{129.7160 866.0040} {129.7720 869.1000}
130.0	PATH_11_507	VSS	867.704	{129.75 867.454} {130.25 867.954}	signal	shape	PATH_15_517466	M3	ZBUF_2303_1605	{125.1560 867.8280} {131.9000 867.8840}
130.0	PATH_11_507	VSS	867.704	{129.75 867.454} {130.25 867.954}	signal	shape	PATH_15_563921	M3	ZBUF_216_2530	{124.5480 867.5240} {130.8360 867.5800}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_21_4662	M6	n132845	{134.8840 854.1480} {134.9400 883.3880}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_17_66473	M4	n142147	{135.1880 864.4840} {135.2440 901.0200}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_19_73812	M5	ZBUF_65_1637	{130.6280 867.5240} {138.5880 867.5800}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_15_659848	M3	ZBUF_149_3280	{132.3000 867.5240} {135.3960 867.5800}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_13_1076606	M2	ZBUF_1039_2757	{135.1880 867.5240} {135.2440 868.6440}
135.0	PATH_11_507	VSS	867.704	{134.75 867.454} {135.25 867.954}	signal	shape	PATH_13_1076608	M2	ZBUF_1039_2757	{135.0360 862.6600} {135.0920 867.5800}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	shape	PATH_13_26	M2	VSS	{139.8000 10.0000} {140.2000 1198.7280}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8546	VIA78LG_C	VSS	{139.5480 867.5730} {140.4520 868.4270}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8547	VIA23LG_C	VSS	{139.8270 867.5730} {140.1730 868.4270}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8548	VIA34LG_C	VSS	{139.8270 867.5730} {140.1730 868.4270}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8549	VIA45LG_C	VSS	{139.8270 867.5730} {140.1730 868.4270}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8550	VIA56LG_C	VSS	{139.8270 867.5730} {140.1730 868.4270}
140.0	PATH_11_507	VSS	867.704	{139.75 867.454} {140.25 867.954}	pg	via	VIA_SA_8551	VIA67LG_C	VSS	{139.8270 867.5730} {140.1730 868.4270}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	signal	shape	PATH_17_143975	M4	ZBUF_122_1160	{145.2200 853.5400} {145.2760 873.6600}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	signal	shape	PATH_15_305278	M3	n134327	{141.7240 867.8280} {145.5800 867.8840}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	signal	shape	PATH_13_746426	M2	n139602	{144.7640 865.3960} {144.8200 872.4440}
145.0	PATH_11_507	VSS	867.704	{144.75 867.454} {145.25 867.954}	signal	shape	PATH_13_1123697	M2	ZBUF_635_2998	{144.9160 863.1160} {144.9720 868.1880}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_21_6619	M6	n137721	{150.0840 838.3400} {150.1400 995.8680}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_17_44722	M4	n132907	{149.7800 851.7160} {149.8360 873.0520}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_13_321315	M2	n33700	{149.7800 865.2440} {149.8360 869.4040}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_15_322039	M3	n135552	{149.4760 867.5240} {149.9880 867.5800}
150.0	PATH_11_507	VSS	867.704	{149.75 867.454} {150.25 867.954}	signal	shape	PATH_13_674740	M2	n135552	{149.9320 867.5240} {149.9880 872.4440}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_21_8146	M6	n139985	{154.9480 863.8760} {155.0040 889.4680}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_15_146442	M3	n37143	{154.3400 867.8280} {155.6120 867.8840}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_15_289969	M3	n132604	{152.2120 867.5240} {156.6760 867.5800}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_13_639200	M2	n133943	{154.7960 864.9400} {154.8520 868.1880}
155.0	PATH_11_507	VSS	867.704	{154.75 867.454} {155.25 867.954}	signal	shape	PATH_13_757702	M2	n140484	{155.1000 865.3960} {155.1560 881.5640}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	pg	shape	PATH_13_27	M2	VDD	{159.8000 13.0000} {160.2000 1195.7280}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	signal	shape	PATH_21_4663	M6	n132845	{159.8120 855.3640} {159.8680 876.7000}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	signal	shape	PATH_17_52436	M4	n136864	{159.8120 857.1880} {159.8680 870.6200}
160.0	PATH_11_507	VSS	867.704	{159.75 867.454} {160.25 867.954}	signal	shape	PATH_15_146517	M3	n37201	{158.9000 867.5240} {163.5160 867.5800}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_17_53794	M4	n137532	{164.9800 856.2760} {165.0360 880.3480}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_13_332001	M2	n37333	{164.9800 865.0920} {165.0360 869.1000}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_15_344313	M3	n137525	{161.9400 867.8280} {165.1880 867.8840}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_15_344314	M3	n137525	{165.1320 867.8280} {168.3800 867.8840}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_15_678672	M3	ZBUF_131_3426	{164.2200 867.5240} {166.5560 867.5800}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_13_712055	M2	n137525	{165.1320 867.8280} {165.1880 868.4920}
165.0	PATH_11_507	VSS	867.704	{164.75 867.454} {165.25 867.954}	signal	shape	PATH_13_883058	M2	ZBUF_106_94	{164.8280 866.0040} {164.8840 869.7080}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	signal	shape	PATH_17_43868	M4	n132734	{169.8440 823.1400} {169.9000 877.0040}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	signal	shape	PATH_17_67460	M4	n142747	{170.1480 854.1480} {170.2040 870.6200}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	signal	shape	PATH_15_471178	M3	ZBUF_239_146	{169.2360 867.8280} {171.1160 867.8840}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	signal	shape	PATH_15_587554	M3	ZBUF_68_2766	{168.0200 867.5240} {179.0200 867.5800}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	signal	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	signal	shape	PATH_17_139159	M4	ZBUF_416_1061	{175.0120 859.6200} {175.0680 871.8360}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	signal	shape	PATH_15_546799	M3	ZBUF_2_2045	{173.7960 867.8280} {178.1080 867.8840}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	signal	shape	PATH_15_587554	M3	ZBUF_68_2766	{168.0200 867.5240} {179.0200 867.5800}
175.0	PATH_11_507	VSS	867.704	{174.75 867.454} {175.25 867.954}	signal	shape	PATH_13_1045135	M2	ZBUF_348_2532	{174.7080 855.3640} {174.7640 869.4040}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	shape	PATH_13_28	M2	VSS	{179.8000 10.0000} {180.2000 1198.7280}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8552	VIA78LG_C	VSS	{179.5480 867.5730} {180.4520 868.4270}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8553	VIA23LG_C	VSS	{179.8270 867.5730} {180.1730 868.4270}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8554	VIA34LG_C	VSS	{179.8270 867.5730} {180.1730 868.4270}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8555	VIA45LG_C	VSS	{179.8270 867.5730} {180.1730 868.4270}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8556	VIA56LG_C	VSS	{179.8270 867.5730} {180.1730 868.4270}
180.0	PATH_11_507	VSS	867.704	{179.75 867.454} {180.25 867.954}	pg	via	VIA_SA_8557	VIA67LG_C	VSS	{179.8270 867.5730} {180.1730 868.4270}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_21_4028	M6	n131460	{184.7400 823.1400} {184.7960 872.4440}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_17_129217	M4	ZBUF_605_77	{184.7400 829.8280} {184.7960 867.5800}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_17_153098	M4	ZBUF_2_1983	{185.0440 859.6200} {185.1000 908.6200}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_15_459389	M3	ZBUF_605_77	{184.7400 867.5240} {189.3560 867.5800}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_15_586947	M3	ZBUF_99_2762	{183.2200 867.8280} {185.7080 867.8840}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_13_729729	M2	n138373	{184.8920 866.9160} {184.9480 874.8760}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	shape	PATH_13_738487	M2	n139058	{185.0440 866.6120} {185.1000 868.4920}
185.0	PATH_11_507	VSS	867.704	{184.75 867.454} {185.25 867.954}	signal	via	VIA_S_1463366	VIA34SQ_C	ZBUF_605_77	{184.7130 867.4970} {184.8230 867.6070}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_17_11875	M4	n44574	{190.2100 867.9480} {190.2700 868.1900}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_17_184339	M4	ZBUF_2_3273	{189.9080 857.7960} {189.9640 883.3880}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_13_332132	M2	n37366	{190.0600 865.3960} {190.1160 869.5560}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_15_459390	M3	ZBUF_605_77	{189.3000 867.5240} {196.9560 867.5800}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_15_568120	M3	ZBUF_429_2542	{189.6040 867.8280} {190.2680 867.8840}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_13_970102	M2	ZBUF_796_1601	{189.7560 865.2440} {189.8120 877.0040}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_13_973204	M2	ZBUF_5_1611	{189.9080 867.2200} {189.9640 871.6840}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	shape	PATH_13_1051226	M2	ZBUF_429_2542	{190.2120 867.8280} {190.2680 868.3400}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	signal	via	VIA_S_1783195	VIA23SQ_C	ZBUF_429_2542	{190.1850 867.8010} {190.2950 867.9110}
195.0	PATH_11_507	VSS	867.704	{194.75 867.454} {195.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
195.0	PATH_11_507	VSS	867.704	{194.75 867.454} {195.25 867.954}	signal	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
195.0	PATH_11_507	VSS	867.704	{194.75 867.454} {195.25 867.954}	signal	shape	PATH_17_168119	M4	ZBUF_64_2773	{195.0760 855.3640} {195.1320 868.1880}
195.0	PATH_11_507	VSS	867.704	{194.75 867.454} {195.25 867.954}	signal	shape	PATH_17_168350	M4	ZBUF_107_2793	{194.7720 826.7880} {194.8280 869.4040}
195.0	PATH_11_507	VSS	867.704	{194.75 867.454} {195.25 867.954}	signal	shape	PATH_15_459390	M3	ZBUF_605_77	{189.3000 867.5240} {196.9560 867.5800}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	pg	shape	PATH_13_29	M2	VDD	{199.8000 13.0000} {200.2000 1195.7280}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	signal	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	signal	shape	PATH_15_156716	M3	n44250	{199.3320 867.8280} {209.2680 867.8840}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	signal	shape	PATH_15_387914	M3	n143220	{198.4200 867.5240} {200.4520 867.5800}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_21_21098	M6	ZBUF_90_2931	{204.8040 815.8440} {204.8600 869.4040}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_17_135961	M4	ZBUF_537_521	{205.1080 834.3880} {205.1640 875.1800}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_15_156546	M3	n44140	{203.2840 867.5240} {206.0760 867.5800}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_15_156716	M3	n44250	{199.3320 867.8280} {209.2680 867.8840}
205.0	PATH_11_507	VSS	867.704	{204.75 867.454} {205.25 867.954}	signal	shape	PATH_13_1008596	M2	ZBUF_105_2025	{204.9560 867.2200} {205.0120 868.3400}
210.0	PATH_11_507	VSS	867.704	{209.75 867.454} {210.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
210.0	PATH_11_507	VSS	867.704	{209.75 867.454} {210.25 867.954}	signal	shape	PATH_19_89767	M5	ZBUF_12_3116	{208.7560 867.5240} {218.8440 867.5800}
210.0	PATH_11_507	VSS	867.704	{209.75 867.454} {210.25 867.954}	signal	shape	PATH_17_160220	M4	ZBUF_57_2519	{209.9720 821.0120} {210.0280 867.5800}
210.0	PATH_11_507	VSS	867.704	{209.75 867.454} {210.25 867.954}	signal	shape	PATH_15_666969	M3	ZBUF_27_3334	{209.3640 867.8280} {210.7880 867.8840}
210.0	PATH_11_507	VSS	867.704	{209.75 867.454} {210.25 867.954}	signal	shape	PATH_13_1041387	M2	ZBUF_57_2519	{209.9720 867.5240} {210.0280 879.7400}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_19_89767	M5	ZBUF_12_3116	{208.7560 867.5240} {218.8440 867.5800}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_17_142761	M4	ZBUF_268_1113	{215.1400 851.1080} {215.1960 878.8280}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_17_142893	M4	ZBUF_362_1114	{214.8360 821.0120} {214.8920 984.9240}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_15_156617	M3	n44194	{214.2280 867.8280} {218.8440 867.8840}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_13_354274	M2	n44344	{215.1400 866.7640} {215.1960 868.7960}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_15_654865	M3	ZBUF_125_3235	{214.3800 867.5240} {214.8920 867.5800}
215.0	PATH_11_507	VSS	867.704	{214.75 867.454} {215.25 867.954}	signal	shape	PATH_13_1188845	M2	ZBUF_125_3235	{214.8360 867.5240} {214.8920 873.5080}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	shape	PATH_13_30	M2	VSS	{219.8000 10.0000} {220.2000 1198.7280}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8558	VIA78LG_C	VSS	{219.5480 867.5730} {220.4520 868.4270}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8559	VIA23LG_C	VSS	{219.8270 867.5730} {220.1730 868.4270}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8560	VIA34LG_C	VSS	{219.8270 867.5730} {220.1730 868.4270}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8561	VIA45LG_C	VSS	{219.8270 867.5730} {220.1730 868.4270}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8562	VIA56LG_C	VSS	{219.8270 867.5730} {220.1730 868.4270}
220.0	PATH_11_507	VSS	867.704	{219.75 867.454} {220.25 867.954}	pg	via	VIA_SA_8563	VIA67LG_C	VSS	{219.8270 867.5730} {220.1730 868.4270}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	signal	shape	PATH_21_11546	M6	ZBUF_195_151	{224.8680 787.2680} {224.9240 887.0360}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	signal	shape	PATH_19_93873	M5	ZBUF_477_3427	{222.1320 867.5240} {241.3400 867.5800}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	signal	shape	PATH_15_157447	M3	n44635	{223.0440 867.8280} {226.2920 867.8840}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	signal	shape	PATH_15_334202	M3	n136449	{224.5640 867.5240} {228.5720 867.5800}
225.0	PATH_11_507	VSS	867.704	{224.75 867.454} {225.25 867.954}	signal	shape	PATH_13_1099631	M2	ZBUF_206_2918	{224.7160 867.2200} {224.7720 873.8120}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_21_22276	M6	ZBUF_53_3107	{229.7320 818.8840} {229.7880 925.3400}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_17_56721	M4	n138117	{229.7320 860.2280} {229.7880 881.8680}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_19_93873	M5	ZBUF_477_3427	{222.1320 867.5240} {241.3400 867.5800}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_15_157450	M3	n44635	{229.2760 867.8280} {230.5480 867.8840}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_15_548758	M3	ZBUF_47_2058	{228.8200 867.5240} {234.6520 867.5800}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_13_878543	M2	ZBUF_122_75	{229.7320 862.2040} {229.7880 870.9240}
230.0	PATH_11_507	VSS	867.704	{229.75 867.454} {230.25 867.954}	signal	shape	PATH_13_1041869	M2	ZBUF_229_2525	{230.1880 857.1880} {230.2440 869.4040}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_21_22102	M6	ZBUF_51_3071	{235.2040 837.1240} {235.2600 872.4440}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_19_93873	M5	ZBUF_477_3427	{222.1320 867.5240} {241.3400 867.5800}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_15_157452	M3	n44635	{233.9880 867.8280} {234.9560 867.8840}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_17_163463	M4	ZBUF_2_2568	{234.9000 856.5800} {234.9560 878.5240}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_17_188677	M4	ZBUF_213_3427	{235.2040 823.1400} {235.2600 868.4920}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_13_355544	M2	n44635	{234.9000 864.1800} {234.9560 867.8840}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_13_614198	M2	n131453	{234.7480 867.3720} {234.8040 869.7080}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	shape	PATH_13_971197	M2	ZBUF_557_1607	{235.0520 858.7080} {235.1080 880.5000}
235.0	PATH_11_507	VSS	867.704	{234.75 867.454} {235.25 867.954}	signal	via	VIA_S_968272	VIA12SQ_C	n131453	{234.7210 867.3450} {234.8310 867.4550}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	pg	shape	PATH_13_31	M2	VDD	{239.8000 13.0000} {240.2000 1195.7280}
240.0	PATH_11_507	VSS	867.704	{239.75 867.454} {240.25 867.954}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
