label	name	class	bbox	ref_name	lib_cell	origin	orientation	physical_status	layer	net	shape_use	via_def	extra
cell	U109080	cell	{276.1570 1021.4980} {280.0350 1023.3010}	NBUFFX16_RVT	_sel6	279.9200 1021.5280	MY	placed					
cell_pin	U109080/A	pin	{279.1800 1022.1880} {279.6710 1022.3430}					placed	M1 CO	ZBUF_32_2750			cell=U109080
cell_pin	U109080/Y	pin	{276.3690 1021.6440} {279.0330 1023.0930}					placed	M1 CO	n138441			cell=U109080
cell_pin	U109080/VDD	pin	{276.2720 1022.5200} {279.9200 1023.2300}					placed	M1 CO	VDD			cell=U109080
cell_pin	U109080/VSS	pin	{276.2720 1021.4980} {279.9200 1021.9380}					placed	M1 CO	VSS			cell=U109080
near_cell	U43565	cell	{271.2930 1016.4110} {272.7290 1018.2140}	AND2X1_RVT	_sel15	271.4080 1018.1840	MX	placed					target_cell=U109080
near_cell	U43592	cell	{274.6370 1026.4430} {276.0730 1028.2460}	AND2X1_RVT	_sel16	274.7520 1028.2160	MX	placed					target_cell=U109080
near_cell	U43594	cell	{283.6050 1019.7550} {285.8110 1021.5580}	AO222X1_RVT	_sel17	283.7200 1021.5280	MX	placed					target_cell=U109080
near_cell	U43622	cell	{277.8290 1016.4110} {279.2750 1018.2140}	NAND4X0_RVT	_sel18	277.9440 1018.1840	MX	placed					target_cell=U109080
near_cell	U43637	cell	{281.6290 1026.4430} {283.6830 1028.2460}	NOR4X1_RVT	_sel19	281.7440 1028.2160	MX	placed					target_cell=U109080
near_cell	U43749	cell	{283.9090 1026.4430} {285.5070 1028.2460}	AND3X1_RVT	_sel20	284.0240 1028.2160	MX	placed					target_cell=U109080
near_cell	U43834	cell	{270.8370 1026.4430} {272.5870 1028.2460}	AND4X1_RVT	_sel21	270.9520 1028.2160	MX	placed					target_cell=U109080
near_cell	U44590	cell	{271.9010 1018.1540} {273.3470 1019.9570}	NAND4X0_RVT	_sel22	272.0160 1018.1840	R0	placed					target_cell=U109080
near_cell	U44595	cell	{276.7650 1026.4430} {278.2110 1028.2460}	NAND4X0_RVT	_sel23	276.8800 1028.2160	MX	placed					target_cell=U109080
near_cell	U44672	cell	{282.9970 1023.0990} {284.4430 1024.9020}	NAND4X0_RVT	_sel24	283.1120 1024.8720	MX	placed					target_cell=U109080
near_cell	U43730	cell	{279.3490 1026.4430} {280.9470 1028.2460}	AND2X2_RVT	_sel25	280.8320 1028.2160	R180	placed					target_cell=U109080
near_cell	U33360	cell	{275.2450 1016.4110} {276.8430 1018.2140}	OR2X1_RVT	_sel26	275.3600 1018.1840	MX	placed					target_cell=U109080
near_cell	U111635	cell	{272.3570 1026.4430} {274.8670 1028.2460}	NBUFFX8_RVT	_sel27	272.4720 1028.2160	MX	placed					target_cell=U109080
near_cell	U121368	cell	{281.4770 1016.4110} {283.9870 1018.2140}	NBUFFX8_RVT	_sel28	281.5920 1018.1840	MX	placed					target_cell=U109080
near_cell	ZBUF_174_inst_2280	cell	{270.9920 1024.8420} {272.7390 1026.6450}	NBUFFX4_RVT	_sel29	271.1040 1024.8720	R0	placed					target_cell=U109080
near_cell	ZBUF_75_inst_7343	cell	{270.2290 1023.0990} {273.4990 1024.9020}	DELLN1X2_RVT	_sel30	270.3440 1024.8720	MX	placed					target_cell=U109080
near_cell	ZBUF_2692_inst_7705	cell	{273.7280 1016.4110} {275.4750 1018.2140}	NBUFFX4_RVT	_sel31	273.8400 1018.1840	MX	placed					target_cell=U109080
near_cell	ZBUF_2_inst_13223	cell	{269.3170 1021.4980} {272.5870 1023.3010}	DELLN1X2_RVT	_sel32	269.4320 1021.5280	R0	placed					target_cell=U109080
near_cell	U_4_PTECO_DRC_BUF145	cell	{279.0450 1016.4110} {281.5550 1018.2140}	NBUFFX8_RVT	_sel33	279.1600 1018.1840	MX	placed					target_cell=U109080
near_cell	U_4_PTECO_DRC_BUF662	cell	{277.9810 1026.4430} {279.4270 1028.2460}	NBUFFX2_RVT	_sel34	278.0960 1028.2160	MX	placed					target_cell=U109080
near_cell	U_4_PTECO_DRC_BUF1634	cell	{276.6130 1016.4110} {278.0590 1018.2140}	NBUFFX2_RVT	_sel35	276.7280 1018.1840	MX	placed					target_cell=U109080
near_pin	U43565/Y	pin	{272.2950 1016.6250} {272.5270 1018.0670}					placed	M1 CO	n44043			target_cell=U109080
near_pin	U43565/VSS	pin	{271.4080 1017.6810} {272.6240 1018.2140}					placed	M1 CO	VSS			target_cell=U109080
near_pin	U43592/A1	pin	{275.1530 1027.2490} {275.3250 1027.3590}					placed	M1 CO	n43805			target_cell=U109080
near_pin	U43592/Y	pin	{275.6390 1026.6570} {275.8710 1028.0990}					placed	M1 CO	n43806			target_cell=U109080
near_pin	U43592/VDD	pin	{274.7520 1026.5140} {275.9680 1027.3230}					placed	M1 CO	VDD			target_cell=U109080
near_pin	U43594/A1	pin	{283.9670 1020.5610} {284.1410 1020.6710}					placed	M1 CO	ZBUF_481_2171			target_cell=U109080
near_pin	U43594/VDD	pin	{283.7200 1019.8260} {285.6960 1020.5040}					placed	M1 CO	VDD			target_cell=U109080
near_pin	U43594/VSS	pin	{283.7200 1021.0440} {285.6960 1021.5580}					placed	M1 CO	VSS			target_cell=U109080
near_pin	U43622/Y	pin	{278.2230 1016.6330} {278.9210 1018.0630}					placed	M1 CO	n43821			target_cell=U109080
near_pin	U43637/A2	pin	{282.1450 1027.2490} {282.3010 1027.5710}					placed	M1 CO	n43829			target_cell=U109080
near_pin	U43637/A3	pin	{282.2970 1027.0970} {282.4630 1027.5710}					placed	M1 CO	n138540			target_cell=U109080
near_pin	U43637/Y	pin	{283.2390 1026.6850} {283.4710 1028.0880}					placed	M1 CO	n44833			target_cell=U109080
